O,D,str.dist,Bike_ta,Bike_da,Walk_ta,Walk_da,Car_ta,Car_da,Bike_dr,Walk_dr,Car_dr
82,4,7.955004718,2080.81,10.37,7197.13,10,763.54,11.43,1.303581879,1.257070279,1.436831329
82,5,8.959632445,2334.63,11.49,8079.99,11.22,797.59,11.81,1.282418678,1.252283514,1.318134429
82,6,13.749928,3266.41,16.13,11390.2,15.82,1611.28,17.96,1.173097052,1.150551479,1.306188658
82,7,9.130074627,2794.51,13.78,8803.91,12.23,1060.14,14.73,1.50929763,1.339529029,1.613349354
82,8,7.531627811,2016.13,10.02,7223.7,10.03,942.39,12.09,1.330389691,1.331717426,1.605230676
82,9,3.075956427,892.15,4.46,3109.66,4.32,526.02,4.9,1.44995552,1.404441221,1.593000459
82,10,5.974354341,1569.21,7.78,5143.69,7.14,865.33,10.3,1.30223277,1.195108223,1.724035672
82,11,4.305266847,1473.46,6.59,4349.46,6.04,699.54,7,1.530683285,1.402932783,1.625915477
82,12,4.7338495,1311.32,6.53,5091.89,7.07,725.83,6.44,1.379427039,1.493499107,1.360415028
82,13,5.23843387,1603.47,7.93,5003.2,6.95,740.51,7.86,1.513811226,1.326732411,1.500448454
82,14,5.665260789,1839.61,8.97,5424.21,7.53,780.58,9.23,1.583333995,1.329153287,1.629227734
82,15,4.888701045,1389.86,6.88,4957.24,6.89,609.36,9.25,1.4073268,1.409372334,1.892118155
82,16,4.218966632,1270.65,6.02,4047.97,5.62,674.41,6.61,1.426889692,1.332079746,1.566734363
82,17,3.807584127,908.83,4.48,3011.09,4.18,601.06,4.35,1.176599085,1.097808968,1.142456701
82,18,2.33432679,633.5,3.15,2188.96,3.04,469.98,3.42,1.349425459,1.302302665,1.465090498
82,19,7.577514121,2681.59,13.08,7870.99,10.93,1478.96,14.28,1.726159766,1.442425553,1.884523047
82,20,5.724837559,1658.69,8.17,5722.15,7.95,942.66,8.73,1.427114729,1.388685691,1.524934098
82,21,14.00577935,3588.19,17.87,12503.86,17.37,1742.33,19.79,1.275901866,1.240202317,1.412988132
82,22,11.95950142,2987.35,14.89,10552.17,14.66,1564.31,16.66,1.245035179,1.225803608,1.39303466
82,23,6.993683904,1835.54,9.14,6385.86,8.87,649.38,9.51,1.306893495,1.268287232,1.359798374
82,24,6.691338044,1826.03,8.62,6264.35,8.7,889.24,8.69,1.288232629,1.300188384,1.298693915
82,25,6.992354368,2203.47,10.59,6726.89,9.34,954.74,11.69,1.514511342,1.335744659,1.671826024
82,26,13.45766375,3307.18,16.5,11824.17,16.42,1269.84,17.28,1.226067191,1.220122623,1.284026731
82,27,7.983097262,2107.2,10.02,7392.48,10.27,1081.06,15.83,1.255151938,1.286468104,1.982939639
82,28,9.810982351,2618.44,13.05,9041.53,12.56,977.4,13.61,1.330142032,1.280198002,1.387220924
82,29,12.31978345,2803.08,13.84,9541.73,13.25,1558.3,15.52,1.123396369,1.075505917,1.259762403
82,30,10.48798612,2647.54,13.2,9095.86,12.63,867.51,13.6,1.258582902,1.204235004,1.296721778
82,31,11.33207912,2901.39,14.3,10108.99,14.04,1120.18,16.08,1.261904355,1.23896064,1.418980562
82,32,14.49043239,3278.59,16.25,11650.47,16.18,1560.05,23.8,1.121429614,1.11659884,1.642463065
82,33,3.728735705,1046.93,5.05,3435.96,4.77,644.48,5.96,1.354346459,1.279253982,1.59839701
82,34,2.092960859,561.53,2.66,1951.8,2.71,269.07,2.99,1.270926777,1.294816378,1.428598144
82,35,5.040401126,1212.71,5.91,4292.26,5.96,668.03,6.85,1.172525728,1.182445573,1.359018822
82,36,6.031291738,1558.72,7.56,5259.56,7.31,841.93,8.21,1.253462828,1.212012338,1.361234103
82,37,5.877775045,1559.03,7.66,5539.29,7.69,865.23,8.42,1.303214216,1.308318189,1.432514844
82,38,4.015974382,1039.99,5.16,3472.24,4.82,657.69,5.87,1.284868754,1.200206859,1.46166271
82,39,19.10466647,4463.64,22.24,15908.75,22.1,2087.92,27.47,1.164113492,1.15678544,1.437868598
82,40,22.90109014,6295.52,30.72,21511.51,29.88,2184.21,30.31,1.341420858,1.304741382,1.323517781
82,41,6.391431459,1883.12,9.42,6443.48,8.95,763.35,11.67,1.473848239,1.400312286,1.825882054
82,42,2.244164511,802.24,4.01,2549.1,3.54,437.5,5.48,1.786856525,1.577424464,2.441888718
82,43,8.969245344,2445.98,12.17,9245.8,12.84,1202.2,15.74,1.356858859,1.431558566,1.754885656
82,44,13.6140623,4082.92,20.2,13900.99,19.31,1553.97,19.36,1.483759921,1.41838634,1.422059013
82,45,11.89353154,2681.72,13.37,9809.59,13.62,1626.98,16.42,1.124140459,1.145160288,1.380582374
82,46,18.27610496,4206.69,20.97,14885.06,20.67,2094.32,26.61,1.147399845,1.130984969,1.455999517
82,47,18.72127618,5021,24.95,15907.37,22.09,2014.23,28.3,1.332708292,1.179940928,1.511649084
82,48,17.44525068,4527.83,22.59,15891.05,22.07,1732.69,22.7,1.294908306,1.265100766,1.301213747
82,49,18.51950482,4519.28,22.55,16354.06,22.71,1916.94,23.88,1.217635148,1.226274688,1.289451323
82,50,19.2021884,5075.04,24.85,17263.05,23.98,2240.09,25.69,1.29412333,1.248815994,1.337868344
82,51,18.60380934,5040.24,25.01,16989.29,23.6,1912.51,24.77,1.344348329,1.268557399,1.331447745
82,52,15.20812048,3545.12,17.64,12014.3,16.69,1783.87,24.94,1.159906645,1.097440017,1.639913363
82,53,10.05995096,3197.21,15.52,10259.94,14.25,1196.73,15.89,1.542751059,1.416507899,1.579530563
82,54,7.462054078,1701.31,8.23,6283.22,8.73,803.54,9.27,1.102913476,1.169919155,1.242285288
82,55,5.887937387,1445.21,7.07,5068.74,7.04,747.75,7.76,1.200760052,1.195664889,1.317948798
82,56,2.328702202,710.09,3.31,2332.87,3.24,441.76,4.28,1.421392567,1.391332905,1.837933591
82,57,5.709378355,1734.24,8.63,5841.22,8.11,818.89,10.25,1.511548099,1.420469882,1.795291775
82,58,16.94554588,4178.59,20.86,15126.41,21.01,1650.71,21.62,1.231001948,1.239853832,1.275851492
82,59,16.24299147,4415.24,22.03,14894.76,20.69,1709.06,21.43,1.356277262,1.273780143,1.319338254
82,60,2.058268039,565.64,2.83,1861.82,2.59,409.3,2.78,1.374942401,1.258339512,1.350650133
82,61,10.71729957,2766.62,13.79,9741.26,13.53,1440.84,15.27,1.286704725,1.262444883,1.424799213
82,62,6.498633581,1914.32,9.51,6187.63,8.59,794.23,10.34,1.463384553,1.321816332,1.59110371
82,63,7.868709022,2296.89,11.38,7707.96,10.71,1007.67,12.35,1.446234696,1.36108731,1.569507776
82,64,22.88434873,5733.15,28.52,20325.02,28.23,2077.87,30.44,1.246266622,1.233594206,1.33016676
82,65,22.19042654,5898.82,29.12,20154.92,27.99,1969.74,28.52,1.312277614,1.261354754,1.285238927
82,66,9.694958657,2686.06,13.23,8760.31,12.17,1382.41,17.69,1.364626758,1.255291583,1.824659663
82,67,12.08374646,2753.65,13.65,9574.95,13.3,1661.9,15.34,1.129616551,1.100652024,1.269473839
82,68,13.56033081,3089.22,15.26,10961.37,15.22,1665.19,25.19,1.125341278,1.122391497,1.857624298
82,69,8.808398944,2276.08,11.21,7448.88,10.35,1154.21,11.2,1.272648988,1.175014899,1.271513708
82,70,10.43193113,2630.67,12.64,8536.06,11.86,1535.17,12.25,1.211664441,1.136894009,1.174279225
82,71,5.538282236,1641.71,8.14,5397.88,7.5,719.09,8.84,1.469769805,1.354210508,1.596162785
82,72,17.58587103,4172.11,20.64,14322.6,19.89,1927.27,27.99,1.173669474,1.1310216,1.591618632
82,73,14.18487683,3599.12,17.96,12495.87,17.36,1397.88,18.79,1.266137184,1.223838614,1.324650205
82,74,16.76031024,3879.14,19.35,13509.69,18.76,1855.06,24.44,1.154513235,1.119311023,1.458206898
82,75,20.61320044,5610.87,27.68,19114.48,26.55,1953.08,27.46,1.342828838,1.288009597,1.332156066
82,76,21.33180607,5281.65,26.37,19096.3,26.52,2132.96,27.05,1.236182249,1.243214002,1.268059531
82,77,22.16598079,5664.46,28.12,20417.01,28.36,2327.72,28.68,1.268610682,1.279438085,1.293874621
82,78,7.484547078,2252.77,11.02,7323.88,10.17,984.8,12.15,1.472366983,1.358799657,1.623344722
82,79,5.425583164,1302.22,6.36,4173.77,5.8,812.06,8.63,1.172224221,1.06900951,1.590612426
82,80,5.185500731,1300.14,6.46,4608.54,6.4,585.05,7.9,1.245781331,1.234210606,1.523478717
82,81,6.836682222,1786.08,8.92,6394.18,8.88,923.21,10.91,1.304726432,1.298875641,1.595803293
82,82,0,0,0,0,0,0,0,NA,NA,NA
82,83,4.220063392,1410.15,6.38,4137.71,5.75,559.21,7.44,1.511825631,1.362538774,1.763006692
82,84,4.315283013,1201.91,5.97,4266.3,5.93,509.87,6.45,1.383455032,1.374185652,1.494687598
82,85,12.67465008,3145.15,15.66,11091.13,15.4,1185.75,16.91,1.235537068,1.215023681,1.33415912
82,86,10.00198519,2642.04,13,8799.04,12.22,948.55,14.14,1.299741976,1.221757458,1.413719349
82,87,11.42771368,2902.59,14.48,9948.93,13.82,1076.18,15.1,1.267095099,1.209340765,1.321349171
82,88,8.7427828,2363.11,11.7,8308.4,11.54,928.82,12.64,1.338246674,1.319945864,1.445763928
82,89,3.915056215,1235.92,6.1,4330.46,6.01,602.66,6.15,1.558087461,1.535099286,1.57085867
82,90,2.682969058,736.99,3.69,2571.18,3.57,519.78,4.79,1.375341989,1.33061542,1.785335536
82,91,4.424390834,1668.35,7.81,4679.36,6.5,824.13,10.06,1.765214759,1.469128801,2.273759344
82,92,12.91176352,3306.49,16.49,11243.77,15.62,1222.04,16.79,1.277129958,1.209749542,1.300364584
82,93,12.40383943,3128.5,15.44,10974.71,15.24,1265.06,17.16,1.244775869,1.228651829,1.383442611
82,94,12.26690326,3154.56,15.73,10417.63,14.47,1429.89,19.68,1.282312224,1.179596814,1.604316883
82,95,10.85654148,3133.47,15.47,10352.95,14.38,1288.39,17.56,1.424947348,1.32454705,1.617458011
82,96,14.97233495,3833.93,19.12,13137.32,18.25,1429.95,19.65,1.277021925,1.218914756,1.312420546
82,97,14.80193837,3477.08,17.34,12346.29,17.15,1685.24,19.26,1.171468193,1.158632036,1.301180934
82,98,16.26144503,3801.2,18.96,13362.7,18.56,1795.72,27.81,1.165948043,1.141349983,1.710180119
82,99,15.19241959,3740.72,18.67,13532.17,18.79,1554.3,20.63,1.228902341,1.236801017,1.357914049
82,100,12.09061132,3121.25,15.56,10514.79,14.6,1096.37,15.35,1.286948988,1.207548536,1.269580139
82,101,16.4145189,4044.51,20.16,14566.36,20.23,1881.42,21.64,1.228180986,1.232445503,1.318345066
82,102,11.37405146,3320.53,15.91,10910.48,15.15,1335.96,17.12,1.398797962,1.331979203,1.505180459
82,103,9.432756953,2182.32,10.78,7569.42,10.51,1305.74,14.05,1.142826011,1.114202354,1.489490302
82,104,7.248302223,1676.16,8.29,5734.86,7.97,1040.81,9.28,1.143716107,1.099567837,1.280299816
82,105,9.381887731,2615.89,12.95,8951.51,12.43,1399.24,14.33,1.380319225,1.324893279,1.527411158
82,106,6.933490967,2146.85,10.26,6720.22,9.33,898.58,11.56,1.479774049,1.345642483,1.667269786
82,107,9.400763842,3460.74,15.49,11173.01,15.52,1186.13,14.76,1.647738445,1.650929676,1.570085181
82,108,16.19973304,4486.22,22.26,14653.87,20.35,1606.13,20.98,1.374096718,1.256193541,1.29508307
82,109,13.62145409,3497.7,17.29,12067.15,16.76,1429.82,20.04,1.269321167,1.230411958,1.47120857
82,110,16.53846326,4370.41,21.41,15249.9,21.18,1802.39,22.67,1.294558005,1.280651029,1.370744043
82,111,14.8748895,4269.04,21.24,13279.71,18.44,1608.7,20.69,1.427909767,1.239673074,1.390934702
82,112,16.18052788,3823.86,19.06,13355.8,18.55,1690.35,25.13,1.177959096,1.146439729,1.553101369
82,113,24.5794584,6570.68,31.62,22580.93,31.36,2454.83,32.87,1.286440063,1.275862124,1.337295536
82,114,14.49852033,3414.78,17.03,11875.5,16.49,1565.4,20.9,1.174602622,1.137357442,1.441526412
83,1,3.71314948,955.42,4.71,3284.3,4.56,537.78,5.96,1.268464958,1.228067985,1.605106401
83,2,14.288693,3965.88,19.39,14065.31,19.54,1604.7,21.75,1.357017049,1.36751486,1.52218261
83,3,5.974247783,2206.44,11.01,5786.18,8.04,932.13,10.82,1.842909836,1.34577612,1.811106669
83,4,5.288004054,1410.04,7.03,4405.72,6.12,609.73,8.02,1.329424094,1.15733648,1.51664029
83,5,5.858532475,1491.49,7.29,4913.37,6.82,643.78,8.4,1.244338925,1.164114056,1.433806168
83,6,14.56355131,3961.43,19.21,13193.56,18.32,1593.92,22.11,1.319046405,1.257934937,1.51817366
83,7,7.518855446,2247.49,11.21,6958.89,9.67,906.33,11.32,1.490918409,1.286100001,1.505548295
83,8,9.972991527,3077.03,15.3,10084.34,14.01,1261.03,16.03,1.534143487,1.404794134,1.607341183
83,9,2.782890987,933.3,4.67,2901.14,4.03,532.34,4.47,1.678111008,1.448134339,1.606243299
83,10,7.586877511,2536.28,12.62,7798.08,10.83,1183.97,14.25,1.663398411,1.427464722,1.878243056
83,11,3.645351329,1506.92,6.83,4282.73,5.95,720.07,7.42,1.873619134,1.63221579,2.035469103
83,12,5.369983175,1892.97,9.42,5878.92,8.17,926.92,9.18,1.75419544,1.521420037,1.709502563
83,13,1.035271214,329.89,1.58,892.35,1.24,214.59,2.25,1.526170127,1.19775377,2.173343535
83,14,9.471223335,2958.19,14.56,8614.3,11.96,1147.49,12.67,1.537288213,1.262772461,1.337736378
83,15,9.057045245,2508.44,12.47,8133.81,11.3,928.01,13.2,1.376828719,1.247647516,1.457428956
83,16,4.467026067,1257.36,6.02,3939.01,5.47,625.08,4.66,1.347652758,1.224528337,1.043199643
83,17,2.872528976,1000.39,5,2767.14,3.84,413.93,3.68,1.74062648,1.336801137,1.281101089
83,18,1.916730581,611.84,3.05,1999.61,2.78,474.37,3.15,1.591251285,1.450386417,1.643423458
83,19,3.878536128,1466.9,7.05,6744.59,9.37,1094.08,8.46,1.817696102,2.415859925,2.181235322
83,20,4.395142573,1587.82,7.55,4460.4,6.2,817.67,7.46,1.71780548,1.410648209,1.697328329
83,21,15.6520002,4415.95,21.61,15158.25,21.05,1724.97,23.93,1.380654212,1.344876037,1.528878079
83,22,13.32446892,3758.99,18.36,13206.56,18.34,1546.94,20.8,1.377916081,1.376415083,1.561037826
83,23,3.802493673,992.4,4.94,3219.25,4.47,495.57,6.1,1.299147461,1.175544362,1.604210427
83,24,6.133041893,2104.27,10.14,5961.51,8.28,1038.1,9.88,1.653339432,1.350064152,1.610946113
83,25,3.392998833,1349.11,6.39,3546.07,4.93,800.92,8.28,1.883289772,1.452991953,2.440319141
83,26,10.89903282,2464.04,12.3,8813.39,12.24,1116.03,13.87,1.128540505,1.123035429,1.272589984
83,27,7.364912624,2184.8,10.54,6855.69,9.52,927.25,12.42,1.431109986,1.292615471,1.686374385
83,28,7.481648548,1934.88,9.65,6364.11,8.84,823.59,10.2,1.289822682,1.181557773,1.363335892
83,29,12.03049358,3317.6,16.04,10644.96,14.78,1437.57,19.4,1.33327863,1.228544772,1.612568916
83,30,7.681855024,1804.4,9,6011.25,8.35,713.7,10.19,1.171592014,1.086977035,1.326502514
83,31,9.302951484,2395.05,11.95,7908.7,10.98,966.36,12.67,1.28453857,1.180270586,1.361933363
83,32,14.60398957,4011.34,19.52,13154.95,18.27,1406.24,20.39,1.336621059,1.25102801,1.396193821
83,33,5.832139189,1535.69,7.66,5197.31,7.22,671.02,7.29,1.313411726,1.237967711,1.249970168
83,34,5.523691398,1836.79,9.15,4839.98,6.72,771.17,8.19,1.656500941,1.21657774,1.482704121
83,35,8.196777676,2346.22,11.65,7482.35,10.39,1010.92,11.14,1.421290227,1.267571284,1.359070654
83,36,6.620846939,2336.06,11.44,7051.47,9.79,1116.52,11.15,1.727875618,1.478662789,1.684074576
83,37,4.884438001,1664.3,7.83,4775.01,6.63,899.06,8.79,1.603050341,1.357372127,1.799592911
83,38,6.014172827,2007.05,10,6172.52,8.57,1011.03,10.7,1.662739048,1.424967364,1.779130781
83,39,17.63565001,4165.24,20.68,14377.6,19.97,1934.1,24.06,1.172624768,1.132365407,1.364282008
83,40,20.92632947,5452.38,26.52,18500.73,25.7,2030.4,26.9,1.267302994,1.228117909,1.285461936
83,41,10.59872349,3001.7,15,9681.74,13.45,1082,15.61,1.415264774,1.269020747,1.472818874
83,42,6.357403688,1920.82,9.59,5787.36,8.04,756.15,9.43,1.508477434,1.264667212,1.483309927
83,43,12.08197395,3506.89,17.45,12106.45,16.81,1520.85,19.69,1.444300416,1.391328939,1.629700584
83,44,16.20297286,4279.69,21.23,15187.59,21.09,1502.45,18.76,1.310253383,1.301612993,1.157812222
83,45,12.77631039,3480.74,16.97,11612.95,16.13,1517.36,18.74,1.328239491,1.26249281,1.466777139
83,46,17.11090789,4065.86,20.18,14019.07,19.47,1940.51,23.2,1.179364656,1.137870657,1.355860258
83,47,16.99157521,4722.6,23.39,14253.1,19.8,1860.42,24.89,1.376564545,1.165283368,1.464843588
83,48,15.2832663,3684.68,18.39,12880.27,17.89,1578.88,19.29,1.203276815,1.170561295,1.262164751
83,49,15.88759725,3676.14,18.35,13343.29,18.53,1763.12,20.47,1.154988996,1.166318588,1.288426417
83,50,16.76811422,4231.9,20.64,14252.28,19.8,2086.28,22.28,1.230907646,1.180812567,1.328712323
83,51,16.54340201,4197.1,20.81,13978.51,19.41,1758.7,21.36,1.257903301,1.173277418,1.291149184
83,52,14.66379097,3955.88,19.69,13025.7,18.09,1630.06,21.53,1.342763276,1.233650973,1.468242424
83,53,12.58857784,3393.98,16.55,11546.55,16.04,1145.22,15.29,1.314683851,1.274170935,1.214593117
83,54,10.07710065,2637.27,12.71,8975.67,12.47,818.78,12.03,1.261275484,1.23745911,1.193795757
83,55,8.419156873,2235.68,11.16,7238.37,10.05,795.5,9.97,1.325548409,1.193706229,1.18420409
83,56,4.200794008,1482.82,7.38,4173.81,5.8,696.29,6.45,1.756810733,1.380691362,1.535424015
83,57,8.137738508,2795.15,13.91,8701.87,12.09,1137.54,14.2,1.7093201,1.485670741,1.744956536
83,58,14.33568136,3335.45,16.65,12115.63,16.83,1496.9,18.21,1.161437645,1.173993728,1.270257028
83,59,14.03435887,3572.1,17.83,11883.98,16.51,1555.24,18.02,1.270453475,1.176398591,1.283991678
83,60,3.063522761,867.87,4.34,2973.16,4.13,475.73,4.34,1.416669742,1.348121206,1.416669742
83,61,12.23245848,3778.72,18.46,12395.65,17.22,1546.41,20.36,1.509099748,1.407730101,1.664424207
83,62,7.980307193,1913.13,9.54,7185.5,9.98,742.71,9.73,1.195442703,1.250578425,1.21925131
83,63,9.177346229,2164.19,10.73,7463.1,10.37,956.16,11.75,1.169183306,1.129956279,1.280326546
83,64,20.35383875,4890.01,24.32,17314.24,24.05,1924.06,27.03,1.194860601,1.18159529,1.328005018
83,65,19.96050194,5055.67,24.92,17144.14,23.81,1815.93,25.12,1.248465599,1.192855775,1.258485387
83,66,8.997787796,2509.3,12.09,8078.83,11.22,1228.6,14.29,1.343663606,1.246973173,1.58816815
83,67,12.59196419,3448.67,16.72,11363.98,15.78,1541.18,19.22,1.327830968,1.253180184,1.526370288
83,68,13.81359389,3858.94,18.76,12649.11,17.57,1511.38,21.78,1.358082491,1.271935467,1.57670771
83,69,9.108829663,2828.82,13.71,8965.32,12.45,1189.51,15.41,1.505132987,1.366805667,1.691765086
83,70,10.40335887,3108.53,14.64,9893.68,13.74,1420.23,17.93,1.407237814,1.320727293,1.723481831
83,71,6.118619293,1571.12,7.81,5398.49,7.5,667.57,8.24,1.276431761,1.225766736,1.346709054
83,72,16.99564845,4582.87,22.68,14775.44,20.52,1773.46,24.58,1.334459233,1.207367878,1.446252555
83,73,12.15751172,2751.9,13.74,9500.55,13.2,1244.07,15.38,1.130165475,1.085748491,1.265061499
83,74,15.75653195,3843.9,19.02,12814.15,17.8,1701.25,21.03,1.207118423,1.129690217,1.334684566
83,75,18.32590763,4767.73,23.48,16103.71,22.37,1799.27,24.05,1.281246227,1.220676239,1.312349734
83,76,18.60742837,4438.51,22.16,16085.53,22.34,1979.15,23.64,1.190922225,1.200595781,1.270460352
83,77,19.2821307,4821.32,23.92,17406.23,24.18,2173.91,25.28,1.240526805,1.254010792,1.31105843
83,78,7.948458299,1978.16,9.65,6533.29,9.07,933.29,11.54,1.214071916,1.141101791,1.451853877
83,79,3.480872346,971.22,4.76,3013.47,4.19,554.19,4.44,1.367473302,1.203721247,1.275542323
83,80,9.096694558,2418.72,12.04,7785.12,10.81,903.7,11.84,1.323557686,1.188343736,1.301571678
83,81,10.59699389,2904.66,14.5,9570.76,13.29,1241.86,14.86,1.368312575,1.25412925,1.402284474
83,82,4.220063392,1416.48,6.97,4137.71,5.75,646.18,5.91,1.651633957,1.362538774,1.400452896
83,83,0,0,0,0,0,0,0,NA,NA,NA
83,84,1.845480873,571.49,2.79,1753.37,2.44,408.06,3.66,1.511801093,1.322148626,1.983222939
83,85,9.700733692,2302.01,11.46,7924.51,11.01,1031.94,13.5,1.181353943,1.134965699,1.391647315
83,86,6.843060656,1798.9,8.79,5632.42,7.82,794.74,10.73,1.284512946,1.142763508,1.568011821
83,87,8.51576305,2059.45,10.27,6782.32,9.42,922.37,11.69,1.205998798,1.106183902,1.372748388
83,88,10.42157789,2559.88,12.74,9269.4,12.87,877.3,12.04,1.222463636,1.234937754,1.155295304
83,89,8.03369435,2354.5,11.69,7621.89,10.59,1061.63,12.87,1.455121329,1.318198022,1.602002695
83,90,6.058040276,1855.57,9.27,5630.62,7.82,856.3,9.2,1.530197816,1.290846486,1.518642924
83,91,7.162909894,2729.25,13.09,7540.01,10.47,1142.78,14.01,1.827469589,1.461696455,1.95590901
83,92,10.63094946,2459.27,12.27,8232.99,11.43,1068.22,13.38,1.154177249,1.07516267,1.258589372
83,93,10.65326705,2622.16,13.09,9129.69,12.68,1111.25,13.75,1.228731049,1.190245202,1.290683875
83,94,11.33412173,3118.94,15.56,10196.72,14.16,1276.08,16.27,1.372845676,1.249324856,1.435488377
83,95,9.615030602,2674.9,13.35,8673.1,12.05,1134.58,14.15,1.388451119,1.253246141,1.471654182
83,96,12.60120786,2990.78,14.92,10126.54,14.06,1276.14,16.24,1.184013483,1.115766057,1.288765346
83,97,15.94614952,4224.7,20.68,15000.69,20.83,1659.15,24.66,1.296864799,1.306271459,1.546454833
83,98,17.07237258,4548.81,22.31,15330.23,21.29,1641.91,24.4,1.306789663,1.247044012,1.429209671
83,99,12.44687762,2897.58,14.46,10521.39,14.61,1400.49,17.22,1.161737139,1.173788355,1.383479498
83,100,9.49613758,2278.11,11.36,7498.37,10.41,942.56,11.94,1.196275844,1.096235171,1.257353308
83,101,17.92814452,4798,23.53,17220.75,23.92,1864.06,25.79,1.312461531,1.334215037,1.43852031
83,102,13.46092882,3517.3,16.95,12197.09,16.94,1284.45,16.51,1.259199883,1.258456992,1.226512688
83,103,10.35549346,3149.38,15.62,10223.82,14.2,1472.18,18.03,1.508378144,1.371252858,1.741104861
83,104,8.22292454,2643.22,13.13,8389.26,11.65,1394.15,14.1,1.596755502,1.416770875,1.714718399
83,105,11.09012288,3676.8,18.23,11605.91,16.12,1683.08,21.23,1.64380505,1.453545661,1.914316029
83,106,10.24243076,3207.76,15.54,9580.87,13.31,1217.22,15.5,1.517217969,1.299496214,1.513312646
83,107,11.89491628,4521.64,20.77,13965.59,19.4,1504.78,18.7,1.746124102,1.630948848,1.572100178
83,108,14.32276998,3501.75,17.47,11692.32,16.24,1452.32,17.57,1.219736129,1.133858885,1.226718018
83,109,12.13098513,2991.36,14.93,10359.7,14.39,1276.01,16.63,1.230732693,1.186218584,1.370869704
83,110,15.0068873,3705.53,18.34,12589.96,17.49,1648.58,19.27,1.222105533,1.165464873,1.284077078
83,111,13.13372843,3134.95,15.65,10407.41,14.45,1454.89,17.29,1.191588518,1.100220708,1.316457858
83,112,16.07835088,4241.92,21.16,14367.2,19.95,1536.54,21.72,1.316055369,1.240798895,1.350884812
83,113,22.14401249,5727.54,27.42,19570.15,27.18,2301.02,29.47,1.238257972,1.227419828,1.330833787
83,114,13.61311342,3514.22,17.53,12006.07,16.68,1411.59,17.49,1.287728932,1.225289137,1.284790588
84,1,2.149975999,596.34,2.98,2015.32,2.8,271.85,2.32,1.386061984,1.302340119,1.079081813
84,2,12.54051141,3316.2,16.14,11838.47,16.44,1365.05,19.22,1.287028852,1.310951321,1.532632871
84,3,4.232315172,1556.77,7.76,4232.2,5.88,692.48,8.29,1.833511845,1.389310522,1.958738814
84,4,3.865373996,966.52,4.83,3199.46,4.44,370.08,5.49,1.249555672,1.148659872,1.420302409
84,5,4.716554551,1297.67,6.34,4167.65,5.79,404.13,5.87,1.344201563,1.227591017,1.244552551
84,6,12.74902834,3311.75,15.96,11418.74,15.86,1354.27,19.58,1.251860108,1.244016373,1.535803316
84,7,5.788647268,1581.23,7.87,5534.4,7.69,666.68,8.79,1.359557706,1.328462358,1.518489483
84,8,8.558201249,2547.52,12.5,8787.19,12.2,1072.45,14.96,1.460587294,1.425533199,1.748030873
84,9,1.612760289,417.52,2.09,1645.58,2.29,220.59,2.56,1.295914845,1.419925835,1.587340672
84,10,6.033664382,1825.16,9.1,6214.81,8.63,995.39,13.18,1.508204538,1.430308259,2.184410528
84,11,1.915457803,981.09,4.27,2718.26,3.78,367.16,4.54,2.229232089,1.97341857,2.370190558
84,12,3.73674192,1186.85,5.93,4372.54,6.07,560.71,6.36,1.586943955,1.624409748,1.702017462
84,13,2.419935541,884.25,4.37,2397.06,3.33,457.15,5.09,1.805833224,1.376069711,2.103361811
84,14,9.952215999,2861.62,14.07,9025.12,12.54,1096.63,14.28,1.413755489,1.260020884,1.434856318
84,15,8.725369605,2411.87,11.98,7834.29,10.88,739.43,12.13,1.37300774,1.246938582,1.390198989
84,16,5.974788601,1619.16,7.8,5445.71,7.56,756.89,9.54,1.305485519,1.265316734,1.596709212
84,17,4.472620781,1257.34,6.25,4150.96,5.77,602.3,7.87,1.397390994,1.290071366,1.75959474
84,18,2.232601839,734.16,3.66,2244.48,3.12,420.2,4.28,1.639342912,1.397472646,1.91704581
84,19,5.4375178,1980.41,9.78,8113.51,11.27,1187.27,10.56,1.798614802,2.072636893,1.942062608
84,20,2.553579712,938.15,4.3,2685.58,3.73,517.35,4.2,1.683910622,1.460694563,1.64474991
84,21,13.94102494,3766.27,18.36,13574.98,18.85,1485.32,21.4,1.31697634,1.352124401,1.535037782
84,22,11.58499728,3109.31,15.11,11623.29,16.14,1307.29,18.27,1.304273073,1.393181165,1.577039646
84,23,2.691445787,798.58,3.99,2473.52,3.44,255.91,3.57,1.482474594,1.278123459,1.326424637
84,24,4.289666744,1454.59,6.89,4186.68,5.81,723.55,8.43,1.606185378,1.354417568,1.965187625
84,25,2.707099635,1207.31,5.61,2814.55,3.91,561.27,5.75,2.072328601,1.444350237,2.124044466
84,26,9.524780912,2270.22,11.35,8060.95,11.2,876.37,11.34,1.191628459,1.175880065,1.190578566
84,27,5.520771519,1535.12,7.29,5080.87,7.06,687.59,9.89,1.320467615,1.278806771,1.791416284
84,28,5.964074433,1617.72,8.09,5772.02,8.02,583.94,7.67,1.356455237,1.344718295,1.286033581
84,29,10.18907184,2667.92,12.79,8870.13,12.32,1197.92,16.87,1.255266446,1.209138594,1.655695461
84,30,6.388443927,1610.58,8.05,5326.99,7.4,474.04,7.66,1.26008776,1.158341544,1.19904003
84,31,7.711929754,1900.68,9.34,6839.48,9.5,726.71,10.14,1.211110617,1.231857694,1.314846001
84,32,12.75853385,3361.66,16.27,11380.13,15.81,1166.58,17.86,1.275224896,1.239170597,1.399847366
